"name","state","adm_rate","satv25","satv50","satv75","satm25","satm50","satm75","pell_grant_rate","fed_loan_rate","ug","ug_men","ug_women","ug_white","ug_black","ug_hispanic","ug_asian","ug_25plus","first_gen","tuition","math_deg","faculty_salary","engi_deg","bio_deg","sci_deg","human_deg","psych_deg","engl_deg","edu_deg","foreign_lang_deg","law_deg","comm_deg","compsci_deg","arch_deg","agri_deg","hist_deg","socialsci_deg","health_deg","business_deg","ft_faculty_rate","endowment","booksupply","roomboard"
"University of Arkansas at Pine Bluff","AR",0.44,440,485,530,450,485,520,0.7012,0.6688,2300,0.4068,0.5932,0.0287,0.9023,0.0231,0.0039,0.089,0.3677375256,13438,0.0023,5800,0,0.1124,0.0183,0.0826,0.0275,0.0138,0.0963,0,0,0,0.0505,0,0.0436,0,0.0413,0.055,0.1376,0.8133,3809754,1000,8472
"University of South Carolina-Upstate","SC",0.58,470,520,570,450,495,540,0.464,0.5944,5200,0.3338,0.6662,0.5026,0.3272,0.066,0.0273,0.1818,0.3513888889,20800,0.0016,7100,0,0.0612,0.0039,0.0644,0.0691,0.0126,0.1177,0.0063,0,0,0.0526,0,0,0.0078,0.022,0.2606,0.1444,0.5071,11252742,1600,8598
"Nova Southeastern University","FL",0.8,550,595,640,520,580,640,0.3956,0.4947,5600,0.2855,0.7145,0.2727,0.1355,0.3604,0.1064,0.1435,0.373340143,30290,0.0027,9800,0.0027,0.2699,0.0036,0.019,0.0478,0.0036,0.0144,0,0.009,0,0.0144,0,0,0.0018,0.0108,0.4043,0.1011,0.4657,170727000,1728,12870
"Holy Family University","PA",0.73,470,520,570,460,500,540,0.3725,0.698,2000,0.2501,0.7499,0.6556,0.1579,0.0144,0.0728,0.2107,0.4630390144,27630,0,7300,0,0.0871,0,0.0021,0.0664,0.0021,0.0581,0,0,0,0.0041,0,0,0.0041,0,0.5851,0.0913,0.2089,21183406,1112,14500
"Dallas Christian College","TX",0.13,404,442,479,403,448,493,0.5519,0.783,200,0.5751,0.4249,0.4197,0.2487,0.1554,0.0207,0.2938,0.4013157895,15836,0,4600,0,0,0,0,0.25,0,0.0833,0,0,0,0,0,0,0,0,0,0.3889,0.3529,331659,1100,8920
"Mount Mary University","WI",0.58,440,465,490,440,470,500,0.6257,0.7702,600,0.0031,0.9969,0.4009,0.1888,0.2715,0.0733,0.1836,0.3933161954,28010,0,6400,0,0.0592,0.0296,0.0355,0.1124,0.0059,0.0296,0.0355,0,0,0,0,0.0059,0.0059,0.0355,0.1716,0.1538,0.3262,22178974,1400,9180
"CUNY Hunter College","NY",0.35,580,620,660,590,640,690,0.5036,0.0957,16100,0.355,0.645,0.2098,0.0948,0.3211,0.2904,0.2034,0.4694467382,12902,0.0127,11700,0,0.0315,0.0549,0,0.2119,0.0737,0.0136,0.0243,0,0,0.03,0,0,0.0191,0.1683,0.0752,0.0285,0.3115,135823638,1364,9908
"Graceland University-Lamoni","IA",0.58,470,520,570,450,500,550,0.4856,0.7551,1000,0.4234,0.5766,0.6408,0.0932,0.1056,0.0114,0.1453,0.3758212878,29800,0.003,6200,0,0.0483,0.003,0.0272,0.0332,0.0181,0.142,0,0,0,0.0302,0,0.0181,0.0181,0,0.3323,0.148,0.9873,51342454,1400,9100
"Western Kentucky University","KY",0.97,500,560,620,490,545,600,0.292,0.4115,13100,0.4107,0.5893,0.7854,0.0913,0.0388,0.0185,0.1178,0.3570372803,25076,0.0054,7700,0.0295,0.0307,0.0159,0.0878,0.0384,0.0145,0.0585,0.0108,0.0043,0,0.0224,0.0074,0.0284,0.0088,0.0611,0.1548,0.2108,0.6639,15592110,1000,8432
"Furman University","SC",0.57,630,670,710,610,660,710,0.1351,0.3139,2700,0.3954,0.6046,0.7911,0.0618,0.0524,0.0255,0.0257,0.1237785016,51154,0.015,9800,0.0033,0.08,0.0667,0,0.0633,0.0217,0.04,0.0283,0,0,0.0283,0,0,0.0283,0.1367,0.1,0.1517,0.806,694271736,810,13034
"University of Notre Dame","IN",0.16,680,720,760,720,755,790,0.1057,0.313,8700,0.5212,0.4788,0.6738,0.0363,0.1151,0.046,0.001,0.1023765996,58073,0.0274,14600,0.1663,0.0962,0.0183,0.0178,0.0337,0.0216,5e-04,0.0072,0,0,0.0577,0.0139,0,0.0101,0.1351,0.0216,0.249,0.903,11565964000,1050,15640
"Vanguard University of Southern California","CA",0.49,490,540,590,480,525,570,0.4505,0.8711,1900,0.3255,0.6745,0.3448,0.0502,0.4295,0.0543,0.137,0.3588362069,35160,0.013,7700,0,0.05,0,0,0.1783,0.0217,0.0978,0,0,0,0,0,0,0.0196,0.0457,0.1022,0.187,1,7129399,1900,9430
"Lee University","TN",0.82,460,540,620,450,530,610,0.3113,0.6635,4100,0.3937,0.6063,0.8278,0.0446,0.0155,0.0086,0.1927,0.3121897408,18240,0.017,7400,0,0.0145,0.0024,0.063,0.0982,0.0364,0.1539,0.0073,0,0,0.0097,0,0,0.0158,0.0364,0.0958,0.1042,0.8782,23884403,1600,8325
"Benedictine College","KS",0.97,550,600,650,510,585,660,0.1969,0.5503,2000,0.4813,0.5187,0.7793,0.0287,0.0932,0.0123,0.0187,0.1496062992,29050,0.0127,6900,0.0584,0.0457,0.0152,0,0.0584,0.0381,0.1117,0.0127,0,0,0.0203,0.0051,0,0.0279,0.0888,0.0685,0.2056,0.6703,28353142,1200,10450
"John Carroll University","OH",0.86,550,595,640,530,585,640,0.2097,0.5813,2900,0.5345,0.4655,0.8505,0.0433,0.0375,0.0266,0.0116,0.1859861592,43720,0.0122,9200,0.0027,0.0993,0.0327,0,0.0735,0.0163,0.0544,0.0082,0,0,0.0286,0,0,0.0218,0.0735,0,0.3741,1,223538691,1250,12232
"The University of Texas at Tyler","TX",0.83,540,585,630,530,570,610,0.3326,0.3446,6600,0.4217,0.5783,0.5704,0.097,0.2174,0.0426,0.2783,0.3912268188,21652,0.0042,8300,0.1627,0.0318,0.0064,0,0.0546,0.0212,0,0.0037,0,0,0.0254,0,0,0.0117,0.0127,0.2565,0.1738,0.7235,87871031,1292,9502
"Saint Martin's University","WA",0.96,480,535,590,490,535,580,0.3799,0.4855,1400,0.4778,0.5222,0.4564,0.0628,0.1529,0.1004,0.2455,0.340952381,36230,0.0127,6500,0.1142,0.0711,0.0102,0,0.0888,0.0127,0.0609,0,0,0,0.3147,0,0,0.0203,0.0254,0.0228,0.1624,0.545,26260776,1000,12000
"University of Illinois Springfield","IL",0.77,500,555,610,495,553,610,0.3465,0.4407,2600,0.4914,0.5086,0.6276,0.145,0.1068,0.0379,0.3564,0.3624382208,20108,0.0279,8100,0,0.0559,0.0029,0.0294,0.0956,0.0309,0.0088,0,0.0147,0,0.1632,0,0,0.0338,0.0676,0.0103,0.2456,0.6584,18618941,1200,9760
"Henderson State University","AR",0.76,480,524,568,483,521,558,0.5091,0.463,3000,0.4293,0.5707,0.6405,0.1997,0.059,0.0111,0.093,0.3767383059,10262,0.0127,6800,0.0091,0.0417,0.0236,0.0581,0.1034,0.0218,0.1434,0.0018,0,0,0.0109,0,0,0.0127,0.0327,0.0907,0.1488,0.9955,21018609,2000,7880
"Coastal Carolina University","SC",0.69,510,550,590,500,540,580,0.3447,0.6184,9300,0.4522,0.5478,0.67,0.1803,0.0545,0.0085,0.0567,0.2656186198,27534,0.0063,7700,0,0.1115,0.0058,0.0354,0.0592,0.0201,0.0729,0.0011,0,0,0.0381,0,0,0.0211,0.0476,0.0476,0.2257,1,41607995,1082,9502
"Michigan Technological University","MI",0.74,580,630,680,590,640,690,0.2313,0.5373,5700,0.7157,0.2843,0.8802,0.0099,0.0213,0.0164,0.0414,0.1853785901,35496,0.0188,10500,0.6479,0.0291,0.0179,9e-04,0.0085,0.0034,0,0,0,0.0103,0.0598,0,0,0.0026,0.0068,0.0222,0.0427,0.9132,113644897,1200,11004
"Middle Tennessee State University","TN",0.94,510,575,640,500,560,620,0.3827,0.4493,18100,0.4715,0.5285,0.6324,0.1927,0.0678,0.0382,0.1598,0.3643763797,27092,0.0037,8500,0.0194,0.0516,0.0116,0.0915,0.047,0.0182,0.0305,0.0108,0,0.0039,0.0192,0,0.0231,0.0135,0.0332,0.0411,0.1559,0.772,105574541,1260,8976
"University of Mary Washington","VA",0.75,560,610,660,520,570,620,0.1995,0.4227,4200,0.3606,0.6394,0.6882,0.0716,0.1048,0.0385,0.0894,0.2479892761,28466,0.0276,8400,0,0.0705,0.039,0.1057,0.0952,0.0771,0,0.02,0,0,0.0562,0,0,0.04,0.179,0.0381,0.1686,0.6456,55478737,1200,11500
"Illinois Wesleyan University","IL",0.61,560,605,650,560,615,670,0.2392,0.6521,1600,0.4793,0.5207,0.6986,0.0686,0.0871,0.0661,0.0031,0.1772575251,49138,0.018,8300,0,0.1157,0.0463,0,0.0668,0.0437,0.0514,0.0154,0,0,0.0308,0,0,0.0129,0.0591,0.09,0.2905,0.6839,213947527,800,11412
"Elizabethtown College","PA",0.81,550,595,640,530,590,650,0.2064,0.7134,1700,0.3863,0.6137,0.8608,0.0361,0.0403,0.029,0.1076,0.2995689655,30920,0.0184,8900,0.0552,0.0645,0.0074,0,0.035,0.0276,0.0994,0.0147,0,0,0.0295,0,0,0.0129,0.0497,0.1289,0.2707,0.6505,83894417,1100,11710
"Lebanon Valley College","PA",0.8,520,575,630,530,585,640,0.2589,0.7109,1700,0.4581,0.5419,0.8373,0.0275,0.058,0.0233,0.0243,0.2760814249,42840,0.0105,7700,0,0.1076,0.0315,0,0.0499,0.0236,0.1286,0.0079,0,0,0.0184,0,0,0.0105,0.1024,0.0105,0.1706,0.4826,71832368,1200,12200
"Albertus Magnus College","CT",0.83,430,495,560,420,475,530,0.5018,0.7168,1100,0.3718,0.6282,0.3303,0.3159,0.1977,0.0117,0.4776,0.5338235294,30340,0.0094,7300,0,0.0156,0.0063,0.0844,0.0938,0.0125,0,0,0,0,0,0,0,0.0031,0.0594,0.0594,0.3938,0.3491,26162088,1000,13692
"Howard Payne University","TX",0.54,470,520,570,470,505,540,0.3202,0.5956,800,0.5435,0.4565,0.508,0.1371,0.2595,0.0024,0.1011,0.3740095087,28408,0.0108,5800,0.0324,0.0162,0.0108,0.0108,0.027,0,0.1838,0,0.027,0,0.0162,0,0,0.027,0.0811,0.0216,0.2324,1,63736328,1200,8805
"Middle Georgia State University","GA",0.94,450,500,550,430,485,540,0.4641,0.4454,7100,0.4368,0.5632,0.4982,0.36,0.0541,0.0243,0.2559,0.356277533,9939,0.0024,6100,0,0.0193,0,0.2307,0.0531,0.0096,0.0241,0.008,0,0,0.1013,0,0,0.0113,0.0024,0.2621,0.1045,0.7838,12955872,1250,8260
"Averett University","VA",0.65,430,480,530,430,480,530,0.4527,0.7586,900,0.5645,0.4355,0.5452,0.2805,0.0396,0.0079,0.057,0.3755102041,34860,0.0059,6000,0,0,0,0.0529,0.0294,0.0235,0.0412,0,0,0,0.0588,0,0.0471,0.0118,0.0412,0.1647,0.1824,1,26186388,1000,10560
"Eastern Illinois University","IL",0.52,470,520,570,470,515,560,0.3576,0.4812,4600,0.4035,0.5965,0.5914,0.2218,0.0856,0.0138,0.123,0.3421643467,13469,0.0065,8500,0,0.0498,0.0106,0.1011,0.0832,0.022,0.0979,0.0041,0,0,0.0147,0,0,0.0212,0.0587,0.0538,0.1354,0.7803,58268865,150,10030
"Louisiana State University-Alexandria","LA",0.56,470,495,520,470,500,530,0.4292,0.4646,2900,0.2841,0.7159,0.6405,0.1981,0.0183,0.0111,0.3398,0.4488721805,11824,0.0148,6000,0,0.0278,0.0074,0.2056,0.0815,0.0185,0.0519,0,0,0,0,0,0,0.0204,0,0.3296,0.1481,0.5741,19053884,1220,7950
"Skidmore College","NY",0.3,610,655,700,610,655,700,0.1516,0.2894,2600,0.4047,0.5953,0.618,0.051,0.0944,0.0566,0.0056,0.1483146067,56752,0.0317,10100,0,0.0851,0.0584,0.0033,0.0935,0.0751,0.0217,0.025,0,0,0.0217,0,0,0.0217,0.2037,0,0.1402,0.8147,373864000,1300,15000
"Wilmington College","OH",0.78,450,515,580,480,530,580,0.4175,0.7675,1200,0.4698,0.5302,0.7537,0.1036,0.0228,0.0073,0.095,0.3507462687,24715,0.0103,5500,0,0.0479,0.0137,0.0034,0.0342,0.0103,0.1096,0.0034,0,0,0,0,0.2603,0.0137,0.0034,0.0479,0.2568,0.6226,38269926,1100,10100
"Iona College","NY",0.84,500,545,590,490,535,580,0.3231,0.5586,2700,0.5166,0.4834,0.5144,0.1214,0.2475,0.0255,0.0191,0.3134772897,38662,0.0053,9900,0,0.0194,0.0212,0.0053,0.0883,0.0247,0.0565,0.0018,0,0,0.0159,0,0,0.0177,0.0565,0.0777,0.4028,0.5645,159938000,1500,15736
"Lakeland University","WI",0.78,445,488,530,460,495,530,0.4298,0.7757,1700,0.4291,0.5709,0.7116,0.0932,0.075,0.0481,0.5467,0.4363636364,26340,0,6900,0,0.0235,0.0023,0.0047,0.0657,0.0047,0.0094,0,0,0,0.0939,0,0,0.0094,0.0493,0.0023,0.6667,0.1847,17944616,1100,9624
"Cooper Union for the Advancement of Science and Art","NY",0.15,650,695,740,655,723,790,0.2515,0.1708,800,0.5853,0.4147,0.3152,0.0462,0.1209,0.2393,0.0187,0.186440678,43520,0,12800,0.6556,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0.2455,857878657,1800,16638
"Converse College","SC",0.89,500,555,610,500,560,620,0.4561,0.7412,800,0.0186,0.9814,0.6052,0.1101,0.0545,0.0161,0.0916,0.3170212766,19530,0.0421,6400,0,0.0684,0.0105,0,0.1263,0.0526,0.1789,0.0105,0,0,0,0,0,0.0263,0.0316,0.1263,0.1263,0.9643,82411866,1350,11260
"The University of Findlay","OH",0.77,520,581,642,520,570,620,0.1868,0.4873,2300,0.332,0.668,0.7813,0.0369,0.0338,0.0149,0.0565,0.2931174089,33740,0.0017,7400,0,0.0209,0.0035,0,0.0174,0.007,0.0732,0.007,0.0035,0.0087,0.0209,0,0.1463,0.0017,0.0105,0.3328,0.1829,0.5778,42249898,1310,10100
"Rochester University","MI",1,440,490,540,420,480,540,0.3942,0.6143,800,0.3621,0.6379,0.6994,0.1976,0.0189,0.0118,0.2644,0.4059233449,21756,0,6000,0,0.0126,0,0.046,0.0921,0.0084,0.2552,0,0,0,0,0,0,0,0,0.0962,0.2301,0.5738,3929502,1776,8580
"University of Portland","OR",0.77,580,625,670,570,625,680,0.1605,0.4364,3800,0.3912,0.6088,0.5333,0.0146,0.1341,0.1619,0.0132,0.1792792793,46098,0.0515,9000,0.1305,0.1118,0.034,0.0066,0.057,0.0154,0.0274,0.0022,0,0,0.0373,0,0,0.0121,0.0395,0.2281,0.1371,0.5415,209125000,750,13684
"Northwest Nazarene University","ID",0.86,510,560,610,480,530,580,0.3398,0.5622,1200,0.4075,0.5925,0.7665,0.0142,0.1255,0.0159,0.2656,0.3388429752,30440,0.0096,6300,0.0669,0.0541,0.0191,0.0892,0.0191,0.0096,0.0955,0,0,0,0.0255,0,0,0.0159,0.0127,0.1369,0.1911,0.9919,43367101,1290,7990
"University of Maine","ME",0.9,530,580,630,520,575,630,0.2907,0.5716,8800,0.5382,0.4618,0.8401,0.018,0.0411,0.0165,0.0796,0.2340534979,30868,0.0043,9900,0.1555,0.0539,0.0136,0.0124,0.0471,0.0143,0.083,0.0025,0,0,0.0105,0,0.0409,0.0124,0.0706,0.0607,0.1406,0.7031,333702000,1000,10966
"Saint Joseph's College of Maine","ME",0.87,490,532,573,498,539,580,0.2438,0.6486,1300,0.3636,0.6364,0.3723,0.0086,0.0133,0.0063,0.303,0.3053097345,36340,0.0056,6200,0,0.0528,0.0028,0.0194,0.0194,0.0056,0.0667,0,0,0,0.0083,0,0,0.0028,0.0167,0.4778,0.1444,1,14133744,1200,14090
"Johnson University","TN",0.53,508,561,613,500,547,593,0.4343,0.6401,700,0.5258,0.4742,0.848,0.0404,0.0251,0.0014,0.1766,0.2545454545,16390,0,5700,0,0,0,0,0,0.015,0.08,0,0,0,0,0,0,0.035,0,0.13,0.095,1,120613467,1200,6946
"Southwestern Assemblies of God University","TX",0.88,460,515,570,458,496,533,0.5538,0.7139,1600,0.4687,0.5313,0.5748,0.1245,0.1963,0.0092,0.2258,0.3815028902,17344,0,5300,0,0,0,0.0813,0.0284,0.0095,0.0813,0,0,0,0,0,0,0.0019,0,0.0227,0.1474,0.529,10134385,1324,7500
"Rocky Mountain College","MT",0.59,483,537,590,453,516,578,0.3411,0.66,800,0.5143,0.4857,0.6583,0.0214,0.0655,0.0036,0.0671,0.3153347732,28822,0.0048,6500,0,0.1587,0.0337,0,0.0481,0.024,0.0817,0,0,0,0.024,0,0.0385,0.0096,0.0144,0,0.2019,0.9268,32055243,1300,8452
"University of Saint Joseph","CT",0.77,500,570,640,500,545,590,0.3982,0.7533,900,0.1952,0.8048,0.5729,0.1389,0.1527,0.0563,0.1449,0.4221748401,40616,0.0049,8900,0,0.0985,0.0345,0,0.1034,0.0049,0.0246,0,0,0,0,0,0,0.0049,0,0.4581,0.0345,0.9733,34781000,1200,11771
"Belmont Abbey College","NC",0.81,490,550,610,480,545,610,0.3233,0.5925,1400,0.5139,0.4861,0.6107,0.1337,0.0153,0.0181,0.1752,0.2736982644,16390,0.024,5100,0,0.0582,0,0.0719,0.0479,0.0205,0.1678,0,0,0,0,0,0,0.0342,0.0137,0,0.363,0.619,9627450,1200,10386
"Cleary University","MI",0.71,470,530,590,480,530,580,0.3644,0.7691,500,0.5368,0.4632,0.7489,0.1039,0.0022,0.0087,0.3355,0.4229249012,16580,0,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828,0.9108,0.0882,1361271,1404,10500
"University of Richmond","VA",0.28,640,675,710,650,700,750,0.1833,0.3572,3100,0.4756,0.5244,0.5868,0.074,0.0907,0.072,0.0593,0.1226295828,55080,0.0113,12200,0,0.0949,0.035,0.009,0.0418,0.0271,0.026,0.009,0.0215,0,0.0463,0,0,0.0079,0.1401,0.0192,0.3842,0.6913,2513209000,1100,12900
"Swarthmore College","PA",0.09,680,715,750,700,745,790,0.2046,0.1536,1600,0.4962,0.5038,0.3744,0.077,0.1282,0.1572,0.0038,0.2687747036,56846,0.0827,13600,0.0754,0.1265,0.0414,0,0.056,0.0414,0.0243,0.0438,0,0,0.0681,0,0,0.0243,0.2749,0,0,0.8902,2131553000,1400,16088
"University of North Carolina at Charlotte","NC",0.65,560,600,640,560,605,650,0.369,0.5036,23600,0.5328,0.4672,0.5609,0.1571,0.1089,0.0811,0.129,0.2840072549,19699,0.0238,9800,0.0782,0.0385,0.0245,0,0.0646,0.0237,0.0371,0.0193,0,0,0.0943,0.0097,0,0.0205,0.0706,0.0787,0.1885,0.707,211932559,1250,13224
"Northern Michigan University","MI",0.66,490,545,600,480,535,590,0.3362,0.5825,6800,0.4464,0.5536,0.8524,0.0184,0.0407,0.007,0.1328,0.2846975089,15751,0.0067,8500,0,0.0838,0.0101,0.0268,0.0295,0.0188,0.0436,0.004,0.002,0,0.0148,0,0,0.0067,0.0449,0.1764,0.1382,0.7115,15880599,760,10774
"Hawaii Pacific University","HI",0.75,500,560,620,490,540,590,0.2576,0.3248,2800,0.3816,0.6184,0.2731,0.0673,0.1653,0.1631,0.2493,0.3583756345,25410,0.02,8600,0,0.1014,0.0077,0.0353,0.0599,0.0061,0.0123,0,0,0,0.0445,0,0,0.0307,0.0138,0.275,0.235,0.4673,41911674,1200,18700
"Judson University","IL",0.39,430,490,550,450,500,550,0.4275,0.6702,1000,0.4288,0.5712,0.4503,0.1452,0.2232,0.0224,0.3078,0.3562753036,26470,0.0084,6000,0,0.0377,0.0042,0.0795,0.0921,0.0084,0.046,0,0.0042,0,0,0.0795,0,0,0.0084,0,0.2971,0.2394,6866123,1270,10290
"Saint Johns University","MN",0.78,510,560,610,490,530,570,0.2202,0.6263,1600,1,0,0.7851,0.044,0.0768,0.0378,0.0129,0.1752738654,46046,0.0391,8600,0,0.1302,0.0443,0,0.0313,0.0208,0.0156,0.0104,0,0,0.0417,0,0,0.0078,0.1589,0.0104,0.3281,0.8364,208737647,1000,10526
"University of North Georgia","GA",0.81,500,555,610,490,535,580,0.3102,0.3125,17500,0.4404,0.5596,0.7283,0.0419,0.1406,0.0317,0.1042,0.3404130658,12376,0.0109,6300,0,0.0406,0.0157,0.3187,0.046,0.0153,0.061,0.0106,0.0085,0,0.0361,0,0,0.0167,0.0467,0.062,0.1585,0.7401,65338192,1440,11140
"Olivet Nazarene University","IL",0.58,490,545,600,470,525,580,0.333,0.7218,3100,0.4115,0.5885,0.7239,0.089,0.0991,0.0201,0.1186,0.2768395657,34000,0.0047,7200,0.0742,0.0624,0.0047,0.0094,0.0306,0.0094,0.0648,0,0,0,0.0141,0,0,0.0071,0.0106,0.2532,0.1731,0.323,42291728,1000,8000
"The University of Montana","MT",0.94,535,585,635,520,565,610,0.3578,0.4953,7500,0.4411,0.5589,0.7795,0.0093,0.0539,0.0132,0.2387,0.3023255814,25138,0.0102,8000,0,0.0793,0.0116,0.0705,0.0473,0.0227,0.0482,0.0186,0.0046,0,0.0339,0,5e-04,0.0172,0.1081,0.0686,0.1744,0.6883,208366599,1100,9966
"Cumberland University","TN",0.61,440,495,550,470,510,550,0.3421,0.3684,1900,0.4419,0.5581,0.6175,0.112,0.0521,0.0125,0.0623,0.4082191781,21600,0.0063,5900,0,0.0463,0,0.2063,0.0421,0.0147,0.0484,0,0,0,0.0021,0,0,0,0.0021,0.2463,0.2,0.5102,12366318,1500,7720
"Georgia College & State University","GA",0.8,570,605,640,540,580,620,0.1868,0.4201,5800,0.3593,0.6407,0.8319,0.051,0.0618,0.012,0.0142,0.199066874,28020,0.0156,7000,0,0.0591,0.0311,0.0117,0.0724,0.0467,0.0716,0.0109,0,0,0.0514,0,0,0.0101,0.0381,0.1401,0.214,0.8258,45528055,1500,13052
"San Diego State University","CA",0.34,560,605,650,550,610,670,0.3295,0.2737,30300,0.4485,0.5515,0.3415,0.0409,0.321,0.1322,0.1313,0.4119461928,17980,0.0113,11100,0.09,0.039,0.0161,0.0291,0.0669,0.0134,0.0209,0.0112,0,0,0.0241,0,0,0.0088,0.0898,0.0587,0.2214,0.528,312161566,1969,17752
"Lancaster Bible College","PA",0.96,500,550,600,480,530,580,0.388,0.622,1600,0.4651,0.5349,0.4994,0.169,0.0445,0.0121,0.3299,0.3549668874,23420,0,5900,0,0,0,0,0.0442,0,0.0946,0,0,0,0,0,0,0,0,0,0.1199,0.4035,14285556,1000,9000
"Springfield College","MA",0.68,510,560,610,510,560,610,0.2562,0.7729,2200,0.5009,0.4991,0.7337,0.0539,0.0795,0.0228,0.0161,0.3138871275,39705,0.0083,8100,0,0.0646,0,0.0271,0.0708,0.0167,0.0688,0,0,0,0.0063,0,0,0.0063,0.0146,0.3917,0.0521,1,80003815,1100,12930
"Kentucky Wesleyan College","KY",0.62,500,555,610,500,544,588,0.4831,0.6265,800,0.5078,0.4922,0.6934,0.1234,0.0311,0.012,0.0406,0.3781094527,24750,0.0154,5400,0,0.0846,0.0231,0.0615,0.1,0.0231,0.0692,0,0.0154,0,0,0,0,0.0231,0.0077,0.1,0.1308,0.5165,35472406,1298,10217
"University of Mount Union","OH",0.77,490,547,603,498,544,590,0.3029,0.8017,2000,0.5174,0.4826,0.7896,0.0755,0.0398,0.0075,0.0187,0.2249240122,31490,0.0092,7300,0.0528,0.0711,0.0275,0,0.0573,0.0252,0.0917,0.0344,0,0,0.0206,0,0,0.0161,0.0344,0.0872,0.195,0.9867,146652000,1100,10500
"Franciscan University of Steubenville","OH",0.77,570,620,670,520,575,630,0.2436,0.6091,2100,0.4097,0.5903,0.7905,0.008,0.1291,0.0201,0.0419,0.1091370558,29380,0.0367,8200,0,0.041,0.0065,0.0475,0.0691,0.041,0.0886,0.0065,0,0,0.0238,0,0,0.0281,0.0346,0.108,0.1123,1,63747212,1200,8680
"Savannah College of Art and Design","GA",0.96,540,590,640,510,555,600,0.2073,0.4208,12000,0.3183,0.6817,0.5379,0.1082,0.074,0.0561,0.0751,0.1763042112,37965,0,9300,0.0018,0,0,0,0,0.0106,0,0,0,0.1818,0,0.0346,0.0035,0,0,0,0,0.8354,185104593,2070,15162
"SUNY College of Agriculture and Technology at Cobleskill","NY",0.54,450,500,550,440,495,550,0.506,0.5931,2200,0.4595,0.5405,0.6956,0.1142,0.1156,0.0159,0.0847,0.3289760349,17324,0,6800,0,0.0358,0,0.0312,0.014,0,0.028,0,0,0,0.0421,0,0.352,0,0,0.0421,0.1667,0.7211,8486029,1200,13750
"University of Oregon","OR",0.82,560,610,660,540,595,650,0.256,0.3437,18700,0.4586,0.5414,0.593,0.0245,0.1351,0.0648,0.0627,0.2844585749,37005,0.0125,10500,0,0.0773,0.0159,0.0015,0.0588,0.0176,0.0221,0.0278,0,0,0.0147,0.0219,0,0.0123,0.239,0.0093,0.1385,0.8431,947072200,1178,12400
"Morehouse College","GA",1,500,530,560,520,552,583,0.4823,0.6591,2200,0.9996,4e-04,0.0022,0.723,0.004,0,0.0299,0.1971698113,28107,0.023,6100,0.0459,0.0816,0.0408,0,0.0587,0.0689,0.0051,0.0051,0,0,0.0561,0,0,0.0179,0.199,0,0.2194,0.9551,156082460,2053,14041
"St Olaf College","MN",0.48,590,650,710,600,660,720,0.1998,0.5036,3000,0.4171,0.5829,0.6845,0.0277,0.0706,0.0666,0.0033,0.1287356322,49180,0.0775,8800,0,0.1205,0.0646,0.0172,0.0717,0.0416,0.0201,0.056,0,0,0.0258,0,0,0.0201,0.1951,0.0244,0,0.7,540137850,1000,11270
"University of North Carolina at Pembroke","NC",0.85,470,510,550,460,495,530,0.5365,0.6128,6300,0.3879,0.6121,0.3671,0.3163,0.0775,0.0139,0.2534,0.3656313302,6300,0.0051,7400,0,0.1293,0.0303,0,0.0414,0.0061,0.0646,0.0061,0,0,0.0293,0,0,0.0152,0.1212,0.0505,0.1232,0.7761,24886205,1505,8924
"Western Washington University","WA",0.9,540,595,650,520,575,630,0.2519,0.3802,15100,0.4269,0.5731,0.6994,0.016,0.1023,0.0627,0.0763,0.2668539326,23960,0.0157,10100,0.0181,0.0449,0.0303,0.0019,0.0568,0.0557,0.0638,0.0319,0,0,0.0392,0,0,0.0222,0.1263,0.0425,0.129,0.6872,91077886,954,12036
"University of Missouri-Columbia","MO",0.81,560,610,660,560,620,680,0.2068,0.3804,21900,0.4698,0.5302,0.7793,0.0717,0.0474,0.0261,0.0404,0.2005208333,27818,0.0098,9600,0.0686,0.0401,0.0114,0.0131,0.0353,0.0121,0.0346,0.0089,0,0,0.0234,0,0.0337,0.0071,0.0437,0.1228,0.1424,0.7102,1052759715,1260,10508
"Virginia Military Institute","VA",0.6,550,595,640,540,585,630,0.1549,0.635,1700,0.8592,0.1408,0.7662,0.0601,0.076,0.0448,0.0012,0.1524752475,46032,0.0313,8700,0.2564,0.0969,0.0598,0,0.0712,0.0199,0,0.0313,0,0,0.0769,0,0,0.0684,0.2877,0,0,1,528768547,1000,9766
"Finlandia University","MI",0.72,460,505,550,460,500,540,0.4846,0.8421,400,0.5116,0.4884,0.5476,0.054,0.0694,0.0103,0.0676,0.3654390935,22328,0,5100,0,0.0465,0,0.1279,0.0233,0.0233,0,0,0,0,0,0,0,0.0233,0.0116,0.314,0.2093,1,5704166,1500,8888
